W/L,Fighter,Method,Round,location,date
win,David Abbott  Steve Jennum,SUB  Neck Crank,1.0,"Denver, Colorado, USA","December 16, 1995"
win,Mark Hall  Trent Jenkins,SUB,1.0,"Denver, Colorado, USA","December 16, 1995"
win,Joe Charles  Scott Bessac,SUB  Armbar,1.0,"Denver, Colorado, USA","December 16, 1995"
win,Mark Coleman  Dan Severn,SUB  Scarf Hold,1.0,"Dothan, Alabama, USA","February 07, 1997"
win,Vitor Belfort  Scott Ferrozzo,KO/TKO  Punches,1.0,"Dothan, Alabama, USA","February 07, 1997"
win,Jerry Bohlander  Nick Sanzo,SUB  Neck Crank,1.0,"Dothan, Alabama, USA","February 07, 1997"
win,Vitor Belfort  Tra Telligman,KO/TKO  Elbows,1.0,"Dothan, Alabama, USA","February 07, 1997"
win,Scott Ferrozzo  Jim Mullen,KO/TKO  Knees,1.0,"Dothan, Alabama, USA","February 07, 1997"
win,Yoshiki Takahashi  Wallid Ismail,U-DEC,2.0,"Dothan, Alabama, USA","February 07, 1997"
win,Jerry Bohlander  Rainy Martinez,SUB  Rear Naked Choke,1.0,"Dothan, Alabama, USA","February 07, 1997"
win,Justin Martin  Eric Martin,SUB  Heel Hook,1.0,"Dothan, Alabama, USA","February 07, 1997"
win,Nick Sanzo  Jackie Lee,KO/TKO,1.0,"Dothan, Alabama, USA","February 07, 1997"
win,Don Frye  Gary Goodridge,KO/TKO  Punches,1.0,"San Juan, Puerto Rico","February 16, 1996"
win,Ken Shamrock  Kimo Leopoldo,SUB  Kneebar,1.0,"San Juan, Puerto Rico","February 16, 1996"
win,Gary Goodridge  Jerry Bohlander,KO/TKO  Punch,1.0,"San Juan, Puerto Rico","February 16, 1996"
win,Don Frye  Sam Adkins,KO/TKO,1.0,"San Juan, Puerto Rico","February 16, 1996"
win,Gary Goodridge  Paul Herrera,KO/TKO  Elbows,1.0,"San Juan, Puerto Rico","February 16, 1996"
win,Jerry Bohlander  Scott Ferrozzo,SUB  Guillotine Choke,1.0,"San Juan, Puerto Rico","February 16, 1996"
win,Paul Varelans  Joe Moreira,U-DEC,1.0,"San Juan, Puerto Rico","February 16, 1996"
win,Don Frye  Thomas Ramirez,KO/TKO  Punch,1.0,"San Juan, Puerto Rico","February 16, 1996"
win,Sam Adkins  Keith Mielke,KO/TKO  Punches,1.0,"San Juan, Puerto Rico","February 16, 1996"
win,Scott Ferrozzo  David Abbott,U-DEC,2.0,"Augusta, Georgia, USA","September 20, 1996"
win,Mark Coleman  Brian Johnston,KO/TKO  Punches,1.0,"Augusta, Georgia, USA","September 20, 1996"
win,Jerry Bohlander  Fabio Gurgel,U-DEC,1.0,"Augusta, Georgia, USA","September 20, 1996"
win,David Abbott  Sam Adkins,SUB  Forearm Choke,1.0,"Augusta, Georgia, USA","September 20, 1996"
win,Brian Johnston  Reza Nasri,KO/TKO  Punches,1.0,"Augusta, Georgia, USA","September 20, 1996"
win,Mark Coleman  Julian Sanchez,SUB  Scarf Hold,1.0,"Augusta, Georgia, USA","September 20, 1996"
win,Roberto Traven  Dave Berry,KO/TKO  Punches,1.0,"Augusta, Georgia, USA","September 20, 1996"
win,Scott Ferrozzo  Sam Fulton,SUB  Injury,1.0,"Augusta, Georgia, USA","September 20, 1996"
win,Mark Coleman  Don Frye,KO/TKO  Headbutts,1.0,"Birmingham, Alabama, USA","July 12, 1996"
win,Mark Coleman  Gary Goodridge,SUB  Other,1.0,"Birmingham, Alabama, USA","July 12, 1996"
win,Don Frye  Brian Johnston,KO/TKO  Elbows,1.0,"Birmingham, Alabama, USA","July 12, 1996"
win,Gary Goodridge  John Campetella,KO/TKO  Punches,1.0,"Birmingham, Alabama, USA","July 12, 1996"
win,Mark Coleman  Moti Horenstein,KO/TKO  Punches,1.0,"Birmingham, Alabama, USA","July 12, 1996"
win,Brian Johnston  Scott Fiedler,KO/TKO  Punches,1.0,"Birmingham, Alabama, USA","July 12, 1996"
win,Don Frye  Mark Hall,KO/TKO  Headbutt,1.0,"Birmingham, Alabama, USA","July 12, 1996"
win,Sam Adkins  Felix Lee Mitchell,U-DEC,2.0,"Birmingham, Alabama, USA","July 12, 1996"
win,Geza Kalman  Dieusel Berto,KO/TKO  Punches,1.0,"Birmingham, Alabama, USA","July 12, 1996"
win,Dan Severn  Ken Shamrock,S-DEC,3.0,"Detroit, Michigan, USA","May 17, 1996"
win,Don Frye  Amaury Bitetti,KO/TKO  Knees,1.0,"Detroit, Michigan, USA","May 17, 1996"
win,Mark Hall  Koji Kitao,KO/TKO,1.0,"Detroit, Michigan, USA","May 17, 1996"
win,Mark Schultz  Gary Goodridge,KO/TKO,1.0,"Detroit, Michigan, USA","May 17, 1996"
win,Rafael Carino  Matt Andersen,KO/TKO  Punches,1.0,"Detroit, Michigan, USA","May 17, 1996"
win,Cal Worsham  Zane Frazier,KO/TKO  Punches,1.0,"Detroit, Michigan, USA","May 17, 1996"
win,Steve Nelmark  Tai Bowden,KO/TKO,1.0,"Detroit, Michigan, USA","May 17, 1996"
win,Vitor Belfort  David Abbott,KO/TKO  Punches,1.0,"Augusta, Georgia, USA","May 30, 1997"
win,Randy Couture  Steven Graham,KO/TKO  Punches,1.0,"Augusta, Georgia, USA","May 30, 1997"
win,Guy Mezger  Tito Ortiz,SUB  Guillotine Choke,1.0,"Augusta, Georgia, USA","May 30, 1997"
win,Randy Couture  Tony Halme,SUB  Rear Naked Choke,1.0,"Augusta, Georgia, USA","May 30, 1997"
win,Steven Graham  Dmitri Stepanov,SUB  Keylock,1.0,"Augusta, Georgia, USA","May 30, 1997"
win,Enson Inoue  Royce Alger,SUB  Armbar,1.0,"Augusta, Georgia, USA","May 30, 1997"
win,Guy Mezger  Christophe Leninger,U-DEC,2.0,"Augusta, Georgia, USA","May 30, 1997"
win,Jack Nilson  Saeed Hosseini,KO/TKO  Elbows,1.0,"Augusta, Georgia, USA","May 30, 1997"
win,Tito Ortiz  Wes Albritton,KO/TKO  Punches,1.0,"Augusta, Georgia, USA","May 30, 1997"
win,Don Frye  David Abbott,SUB  Rear Naked Choke,1.0,"Birmingham, Alabama, USA","December 07, 1996"
win,David Abbott  Steve Nelmark,KO/TKO  Punch,1.0,"Birmingham, Alabama, USA","December 07, 1996"
win,Don Frye  Mark Hall,SUB  Ankle Lock,1.0,"Birmingham, Alabama, USA","December 07, 1996"
win,Ken Shamrock  Brian Johnston,SUB  Forearm Choke,1.0,"Birmingham, Alabama, USA","December 07, 1996"
win,Kimo Leopoldo  Paul Varelans,KO/TKO  Punches,1.0,"Birmingham, Alabama, USA","December 07, 1996"
win,David Abbott  Cal Worsham,KO/TKO  Punches,1.0,"Birmingham, Alabama, USA","December 07, 1996"
win,Don Frye  Gary Goodridge,SUB  Other,1.0,"Birmingham, Alabama, USA","December 07, 1996"
win,Tai Bowden  Jack Nilson,KO/TKO  Headbutts,1.0,"Birmingham, Alabama, USA","December 07, 1996"
win,Steve Nelmark  Marcus Bossett,SUB  Shoulder Choke,1.0,"Birmingham, Alabama, USA","December 07, 1996"
win,Mark Hall  Felix Lee Mitchell,KO/TKO,1.0,"Birmingham, Alabama, USA","December 07, 1996"
win,Maurice Smith  Mark Coleman,U-DEC,3.0,"Birmingham, Alabama, USA","July 27, 1997"
win,Mark Kerr  Dan Bobish,SUB  Other,1.0,"Birmingham, Alabama, USA","July 27, 1997"
win,Kevin Jackson  Tony Fryklund,SUB  Rear Naked Choke,1.0,"Birmingham, Alabama, USA","July 27, 1997"
win,Dan Bobish  Brian Johnston,SUB  Forearm Choke,1.0,"Birmingham, Alabama, USA","July 27, 1997"
win,Mark Kerr  Moti Horenstein,KO/TKO  Punches,1.0,"Birmingham, Alabama, USA","July 27, 1997"
win,Kevin Jackson  Todd Butler,KO/TKO  Punches,1.0,"Birmingham, Alabama, USA","July 27, 1997"
win,Joe Moreira  Yuri Vaulin,U-DEC,2.0,"Birmingham, Alabama, USA","July 27, 1997"
win,Alex Hunter  Sam Fulton,SUB  Other,1.0,"Birmingham, Alabama, USA","July 27, 1997"
win,Tony Fryklund  Donnie Chappell,SUB  Other - Choke,1.0,"Birmingham, Alabama, USA","July 27, 1997"
win,Randy Couture  Maurice Smith,M-DEC,3.0,"Yokohama, Kanagawa, Japan","December 21, 1997"
win,Kazushi Sakuraba  Marcus Silveira,SUB  Armbar,1.0,"Yokohama, Kanagawa, Japan","December 21, 1997"
win,Vitor Belfort  Joe Charles,SUB  Armbar,1.0,"Yokohama, Kanagawa, Japan","December 21, 1997"
win,Frank Shamrock  Kevin Jackson,SUB  Armbar,1.0,"Yokohama, Kanagawa, Japan","December 21, 1997"
nc  nc,Kazushi Sakuraba  Marcus Silveira,Overturned,1.0,"Yokohama, Kanagawa, Japan","December 21, 1997"
win,David Abbott  Yoji Anjo,U-DEC,2.0,"Yokohama, Kanagawa, Japan","December 21, 1997"
win,Tra Telligman  Brad Kohler,SUB  Armbar,1.0,"Yokohama, Kanagawa, Japan","December 21, 1997"
win,Maurice Smith  David Abbott,SUB  Other,1.0,"Bay St. Louis, Mississippi, USA","October 17, 1997"
win,Mark Kerr  Dwayne Cason,SUB  Rear Naked Choke,1.0,"Bay St. Louis, Mississippi, USA","October 17, 1997"
win,Randy Couture  Vitor Belfort,KO/TKO  Punches,1.0,"Bay St. Louis, Mississippi, USA","October 17, 1997"
win,Dave Beneteau  Carlos Barreto,U-DEC,2.0,"Bay St. Louis, Mississippi, USA","October 17, 1997"
win,Mark Kerr  Greg Stott,KO/TKO  Knee,1.0,"Bay St. Louis, Mississippi, USA","October 17, 1997"
win,Dwayne Cason  Houston Dorr,KO/TKO  Punches,1.0,"Bay St. Louis, Mississippi, USA","October 17, 1997"
win,Alex Hunter  Harry Moskowitz,S-DEC,1.0,"Bay St. Louis, Mississippi, USA","October 17, 1997"
win,Bas Rutten  Tsuyoshi Kohsaka,KO/TKO  Punches,2.0,"New Orleans, Louisiana, USA","January 08, 1999"
win,Pat Miletich  Jorge Patino,U-DEC,3.0,"New Orleans, Louisiana, USA","January 08, 1999"
win,Pedro Rizzo  Mark Coleman,S-DEC,2.0,"New Orleans, Louisiana, USA","January 08, 1999"
win,Tito Ortiz  Jerry Bohlander,KO/TKO,2.0,"New Orleans, Louisiana, USA","January 08, 1999"
win,Mikey Burnett  Townsend Saunders,U-DEC,2.0,"New Orleans, Louisiana, USA","January 08, 1999"
win,Evan Tanner  Darrel Gholar,SUB  Rear Naked Choke,1.0,"New Orleans, Louisiana, USA","January 08, 1999"
win,Laverne Clark  Frank Caracci,KO/TKO  Punches,1.0,"New Orleans, Louisiana, USA","January 08, 1999"
win,Frank Shamrock  Igor Zinoviev,KO/TKO  Slam,1.0,"New Orleans, Louisiana, USA","March 13, 1998"
win,Tsuyoshi Kohsaka  Kimo Leopoldo,U-DEC,2.0,"New Orleans, Louisiana, USA","March 13, 1998"
win,Pat Miletich  Chris Brennan,SUB  Shoulder Choke,1.0,"New Orleans, Louisiana, USA","March 13, 1998"
win,Jerry Bohlander  Kevin Jackson,SUB  Armbar,1.0,"New Orleans, Louisiana, USA","March 13, 1998"
win,Pat Miletich  Townsend Saunders,S-DEC,2.0,"New Orleans, Louisiana, USA","March 13, 1998"
win,Mikey Burnett  Eugenio Tadeu,KO/TKO  Punches,1.0,"New Orleans, Louisiana, USA","March 13, 1998"
win,Chris Brennan  Courtney Turner,SUB  Armbar,1.0,"New Orleans, Louisiana, USA","March 13, 1998"
win,Laverne Clark  Josh Stuart,KO/TKO,1.0,"New Orleans, Louisiana, USA","March 13, 1998"
win,Frank Shamrock  Jeremy Horn,SUB  Kneebar,2.0,"Mobile, Alabama, USA","May 15, 1998"
win,Pete Williams  Mark Coleman,KO/TKO  Kick,2.0,"Mobile, Alabama, USA","May 15, 1998"
win,Dan Henderson  Carlos Newton,S-DEC,2.0,"Mobile, Alabama, USA","May 15, 1998"
win,David Abbott  Hugo Duarte,KO/TKO  Punches,1.0,"Mobile, Alabama, USA","May 15, 1998"
win,Mike van Arsdale  Joe Pardo,SUB  Keylock,1.0,"Mobile, Alabama, USA","May 15, 1998"
win,Carlos Newton  Bob Gilstrap,SUB  Triangle Choke,1.0,"Mobile, Alabama, USA","May 15, 1998"
win,Dan Henderson  Allan Goes,U-DEC,2.0,"Mobile, Alabama, USA","May 15, 1998"
win,Andre Roberts  Harry Moskowitz,U-DEC,2.0,"Mobile, Alabama, USA","May 15, 1998"
win,Chuck Liddell  Noe Hernandez,U-DEC,1.0,"Mobile, Alabama, USA","May 15, 1998"
win,Bas Rutten  Kevin Randleman,S-DEC,3.0,"Birmingham, Alabama, USA","May 07, 1999"
win,Pedro Rizzo  Tra Telligman,KO/TKO  Punch,1.0,"Birmingham, Alabama, USA","May 07, 1999"
win,Pete Williams  Travis Fulton,SUB  Armbar,1.0,"Birmingham, Alabama, USA","May 07, 1999"
win,Wanderlei Silva  Tony Petarra,KO/TKO  Knees,1.0,"Birmingham, Alabama, USA","May 07, 1999"
win,Marcelo Mello  David Roberts,KO/TKO  Elbows,1.0,"Birmingham, Alabama, USA","May 07, 1999"
win,Laverne Clark  Fabiano Iha,KO/TKO,1.0,"Birmingham, Alabama, USA","May 07, 1999"
win,Ron Waterman  Chris Condo,KO/TKO  Punches,1.0,"Birmingham, Alabama, USA","May 07, 1999"
win,Frank Shamrock  John Lober,SUB  Neck Crank,1.0,"Sao Paulo, Brazil","October 16, 1998"
win,Vitor Belfort  Wanderlei Silva,KO/TKO  Punches,1.0,"Sao Paulo, Brazil","October 16, 1998"
win,Pedro Rizzo  David Abbott,KO/TKO  Punch,1.0,"Sao Paulo, Brazil","October 16, 1998"
win,Pat Miletich  Mikey Burnett,S-DEC,3.0,"Sao Paulo, Brazil","October 16, 1998"
win,Tsuyoshi Kohsaka  Pete Williams,U-DEC,2.0,"Sao Paulo, Brazil","October 16, 1998"
win,Ebenezer Fontes Braga  Jeremy Horn,SUB  Guillotine Choke,1.0,"Sao Paulo, Brazil","October 16, 1998"
win,Tulio Palhares  Adriano Santos,KO/TKO  Punches,1.0,"Sao Paulo, Brazil","October 16, 1998"
win,Cesar Marscucci  Paulo Santos,KO/TKO,1.0,"Sao Paulo, Brazil","October 16, 1998"
win,Kevin Randleman  Pete Williams,U-DEC,5.0,"Chiba, Japan","November 19, 1999"
win,Pedro Rizzo  Tsuyoshi Kohsaka,KO/TKO  Punch,3.0,"Chiba, Japan","November 19, 1999"
win,Kenichi Yamamoto  Katsuhisa Fujii,SUB  Kneebar,2.0,"Chiba, Japan","November 19, 1999"
win,Joe Slick  Jason DeLucia,KO/TKO,1.0,"Chiba, Japan","November 19, 1999"
win,Eugene Jackson  Keiichiro Yamamiya,KO/TKO  Punch,3.0,"Chiba, Japan","November 19, 1999"
win,Kenichi Yamamoto  Daiju Takase,U-DEC,3.0,"Chiba, Japan","November 19, 1999"
win,Katsuhisa Fujii  Masutatsu Yano,KO/TKO  Punches,2.0,"Chiba, Japan","November 19, 1999"
win,Tito Ortiz  Guy Mezger,KO/TKO  Punches,1.0,"Bay St. Louis, Mississippi, USA","March 05, 1999"
win,Gary Goodridge  Andre Roberts,KO/TKO  Punches,1.0,"Bay St. Louis, Mississippi, USA","March 05, 1999"
win,Jeremy Horn  Chuck Liddell,SUB  Arm Triangle,1.0,"Bay St. Louis, Mississippi, USA","March 05, 1999"
win,Kevin Randleman  Maurice Smith,U-DEC,2.0,"Bay St. Louis, Mississippi, USA","March 05, 1999"
win,Evan Tanner  Valeri Ignatov,KO/TKO  Elbows,1.0,"Bay St. Louis, Mississippi, USA","March 05, 1999"
win,Pete Williams  Jason Godsey,SUB  Kneebar,1.0,"Bay St. Louis, Mississippi, USA","March 05, 1999"
win,Sione Latu  Joey Roberts,KO/TKO,1.0,"Bay St. Louis, Mississippi, USA","March 05, 1999"
win,Maurice Smith  Marco Ruas,KO/TKO,1.0,"Cedar Rapids, Iowa, USA","July 16, 1999"
win,Pat Miletich  Andre Pederneiras,KO/TKO,2.0,"Cedar Rapids, Iowa, USA","July 16, 1999"
win,Jeremy Horn  Daiju Takase,KO/TKO  Elbows,1.0,"Cedar Rapids, Iowa, USA","July 16, 1999"
win,Paul Jones  Flavio Luiz Moura,SUB  Rear Naked Choke,1.0,"Cedar Rapids, Iowa, USA","July 16, 1999"
win,Tsuyoshi Kohsaka  Tim Lajcik,KO/TKO,2.0,"Cedar Rapids, Iowa, USA","July 16, 1999"
win,Eugene Jackson  Royce Alger,KO/TKO  Punch,2.0,"Cedar Rapids, Iowa, USA","July 16, 1999"
win,Andre Roberts  Ron Waterman,KO/TKO  Punch,1.0,"Cedar Rapids, Iowa, USA","July 16, 1999"
win,Travis Fulton  David Dodd,U-DEC,2.0,"Cedar Rapids, Iowa, USA","July 16, 1999"
win,Frank Shamrock  Tito Ortiz,KO/TKO  Punches,4.0,"Lake Charles, Louisiana, USA","September 24, 1999"
draw  draw,Tim Lajcik  Ron Waterman,U-DEC,3.0,"Lake Charles, Louisiana, USA","September 24, 1999"
win,Jeremy Horn  Jason Godsey,SUB  Armbar,1.0,"Lake Charles, Louisiana, USA","September 24, 1999"
win,Brad Kohler  Steve Judson,KO/TKO  Punch,1.0,"Lake Charles, Louisiana, USA","September 24, 1999"
win,Chuck Liddell  Paul Jones,KO/TKO,1.0,"Lake Charles, Louisiana, USA","September 24, 1999"
win,Matt Hughes  Valeri Ignatov,U-DEC,3.0,"Lake Charles, Louisiana, USA","September 24, 1999"
win,John Lewis  Lowell Anderson,KO/TKO,3.0,"Lake Charles, Louisiana, USA","September 24, 1999"
draw  draw,Jens Pulver  Alfonso Alcarez,M-DEC,2.0,"Lake Charles, Louisiana, USA","September 24, 1999"
win,Tedd Williams  Steve Judson,KO/TKO  Punch,1.0,"Lake Charles, Louisiana, USA","March 10, 2000"
win,Lance Gibson  Jermaine Andre,KO/TKO  Knee,3.0,"Lake Charles, Louisiana, USA","March 10, 2000"
win,Dave Menne  Fabiano Iha,U-DEC,3.0,"Lake Charles, Louisiana, USA","March 10, 2000"
win,Bob Cook  Tiki Ghosn,SUB  Rear Naked Choke,2.0,"Lake Charles, Louisiana, USA","March 10, 2000"
win,Jens Pulver  David Velasquez,KO/TKO  Punches,2.0,"Lake Charles, Louisiana, USA","March 10, 2000"
win,Scott Adams  Ian Freeman,SUB  Heel Hook,1.0,"Lake Charles, Louisiana, USA","March 10, 2000"
win,Shonie Carter  Brad Gumm,U-DEC,2.0,"Lake Charles, Louisiana, USA","March 10, 2000"
win,Kevin Randleman  Pedro Rizzo,U-DEC,5.0,"Cedar Rapids, Iowa, USA","June 09, 2000"
win,Tyrone Roberts  David Dodd,U-DEC,3.0,"Cedar Rapids, Iowa, USA","June 09, 2000"
win,Pat Miletich  John Alessio,SUB  Armbar,2.0,"Cedar Rapids, Iowa, USA","June 09, 2000"
win,Amaury Bitetti  Alex Andrade,DQ,2.0,"Cedar Rapids, Iowa, USA","June 09, 2000"
win,Matt Hughes  Marcelo Aguiar,KO/TKO,1.0,"Cedar Rapids, Iowa, USA","June 09, 2000"
win,Jens Pulver  Joao Roque,U-DEC,3.0,"Cedar Rapids, Iowa, USA","June 09, 2000"
win,Ian Freeman  Nate Schroeder,KO/TKO  Knees,2.0,"Cedar Rapids, Iowa, USA","June 09, 2000"
win,Shonie Carter  Adrian Serrano,U-DEC,2.0,"Cedar Rapids, Iowa, USA","June 09, 2000"
win,Tito Ortiz  Wanderlei Silva,U-DEC,5.0,"Tokyo, Japan","April 14, 2000"
win,Murilo Bustamante  Yoji Anjo,SUB  Arm Triangle,2.0,"Tokyo, Japan","April 14, 2000"
win,Sanae Kikuta  Eugene Jackson,SUB  Armbar,1.0,"Tokyo, Japan","April 14, 2000"
win,Ron Waterman  Satoshi Honma,U-DEC,3.0,"Tokyo, Japan","April 14, 2000"
win,Ikuhisa Minowa  Joe Slick,KO/TKO,3.0,"Tokyo, Japan","April 14, 2000"
win,Laverne Clark  Koji Oishi,M-DEC,3.0,"Tokyo, Japan","April 14, 2000"
win,Tito Ortiz  Yuki Kondo,SUB  Neck Crank,1.0,"Tokyo, Japan","December 16, 2000"
win,Pat Miletich  Kenichi Yamamoto,SUB  Guillotine Choke,2.0,"Tokyo, Japan","December 16, 2000"
win,Matt Lindland  Yoji Anjo,KO/TKO  Punches,1.0,"Tokyo, Japan","December 16, 2000"
win,Fabiano Iha  Daiju Takase,KO/TKO  Punches,1.0,"Tokyo, Japan","December 16, 2000"
win,Evan Tanner  Lance Gibson,KO/TKO  Punches,1.0,"Tokyo, Japan","December 16, 2000"
win,Dennis Hallman  Matt Hughes,SUB  Armbar,1.0,"Tokyo, Japan","December 16, 2000"
win,Chuck Liddell  Jeff Monson,U-DEC,3.0,"Tokyo, Japan","December 16, 2000"
win,Randy Couture  Pedro Rizzo,U-DEC,5.0,"Atlantic City, New Jersey, USA","May 04, 2001"
win,Carlos Newton  Pat Miletich,SUB  Bulldog Choke,3.0,"Atlantic City, New Jersey, USA","May 04, 2001"
win,Chuck Liddell  Kevin Randleman,KO/TKO  Punch,1.0,"Atlantic City, New Jersey, USA","May 04, 2001"
win,Shonie Carter  Matt Serra,KO/TKO  Spinning Back Fist,3.0,"Atlantic City, New Jersey, USA","May 04, 2001"
win,Semmy Schilt  Pete Williams,KO/TKO  Punch,2.0,"Atlantic City, New Jersey, USA","May 04, 2001"
win,Matt Lindland  Ricardo Almeida,DQ,3.0,"Atlantic City, New Jersey, USA","May 04, 2001"
win,BJ Penn  Joey Gilbert,KO/TKO  Punches,1.0,"Atlantic City, New Jersey, USA","May 04, 2001"
win,Tony DeSouza  Steve Berger,U-DEC,3.0,"Atlantic City, New Jersey, USA","May 04, 2001"
win,Randy Couture  Kevin Randleman,KO/TKO  Punches,3.0,"Atlantic City, New Jersey, USA","November 17, 2000"
win,Renato Sobral  Maurice Smith,M-DEC,3.0,"Atlantic City, New Jersey, USA","November 17, 2000"
win,Josh Barnett  Gan McGee,KO/TKO  Elbows,2.0,"Atlantic City, New Jersey, USA","November 17, 2000"
win,Andrei Arlovski  Aaron Brink,SUB  Armbar,1.0,"Atlantic City, New Jersey, USA","November 17, 2000"
win,Jens Pulver  John Lewis,KO/TKO  Punch,1.0,"Atlantic City, New Jersey, USA","November 17, 2000"
win,Mark Hughes  Alex Stiebling,U-DEC,2.0,"Atlantic City, New Jersey, USA","November 17, 2000"
win,Ben Earwood  Chris Lytle,U-DEC,2.0,"Atlantic City, New Jersey, USA","November 17, 2000"
win,Tito Ortiz  Evan Tanner,KO/TKO  Slam,1.0,"Atlantic City, New Jersey, USA","February 23, 2001"
win,Jens Pulver  Caol Uno,U-DEC,5.0,"Atlantic City, New Jersey, USA","February 23, 2001"
win,Fabiano Iha  Phil Johns,SUB  Armbar,1.0,"Atlantic City, New Jersey, USA","February 23, 2001"
win,Elvis Sinosic  Jeremy Horn,SUB  Triangle Choke,1.0,"Atlantic City, New Jersey, USA","February 23, 2001"
win,Pedro Rizzo  Josh Barnett,KO/TKO  Punch,2.0,"Atlantic City, New Jersey, USA","February 23, 2001"
nc  nc,Bobby Hoffman  Mark Robinson,Overturned,1.0,"Atlantic City, New Jersey, USA","February 23, 2001"
win,Phil Baroni  Curtis Stout,U-DEC,2.0,"Atlantic City, New Jersey, USA","February 23, 2001"
win,Sean Sherk  Tiki Ghosn,SUB  Injury,2.0,"Atlantic City, New Jersey, USA","February 23, 2001"
win,Pedro Rizzo  Dan Severn,KO/TKO  Kicks,1.0,"New Orleans, Louisiana, USA","September 22, 2000"
win,Maurice Smith  Bobby Hoffman,S-DEC,3.0,"New Orleans, Louisiana, USA","September 22, 2000"
win,Jeremy Horn  Eugene Jackson,SUB  Armbar,1.0,"New Orleans, Louisiana, USA","September 22, 2000"
win,Fabiano Iha  Laverne Clark,SUB  Armbar,1.0,"New Orleans, Louisiana, USA","September 22, 2000"
win,Yuki Kondo  Alexandre Dantas,KO/TKO  Flying Knee,3.0,"New Orleans, Louisiana, USA","September 22, 2000"
win,Ian Freeman  Tedd Williams,U-DEC,3.0,"New Orleans, Louisiana, USA","September 22, 2000"
win,Jeff Monson  Tim Lajcik,U-DEC,2.0,"New Orleans, Louisiana, USA","September 22, 2000"
draw  draw,Brad Gumm  CJ Fernandes,U-DEC,2.0,"New Orleans, Louisiana, USA","September 22, 2000"
win,Tito Ortiz  Vladimir Matyushenko,U-DEC,5.0,"Las Vegas, Nevada, USA","September 28, 2001"
win,Jens Pulver  Dennis Hallman,U-DEC,5.0,"Las Vegas, Nevada, USA","September 28, 2001"
win,Chuck Liddell  Murilo Bustamante,U-DEC,3.0,"Las Vegas, Nevada, USA","September 28, 2001"
win,Matt Serra  Yves Edwards,M-DEC,3.0,"Las Vegas, Nevada, USA","September 28, 2001"
win,Dave Menne  Gil Castillo,U-DEC,5.0,"Las Vegas, Nevada, USA","September 28, 2001"
win,Jutaro Nakao  Tony DeSouza,KO/TKO  Punch,2.0,"Las Vegas, Nevada, USA","September 28, 2001"
win,Ricardo Almeida  Eugene Jackson,SUB  Triangle Choke,1.0,"Las Vegas, Nevada, USA","September 28, 2001"
win,Din Thomas  Fabiano Iha,U-DEC,3.0,"Las Vegas, Nevada, USA","September 28, 2001"
win,Tito Ortiz  Elvis Sinosic,KO/TKO  Elbows,1.0,"East Rutherford, New Jersey, USA","June 29, 2001"
win,BJ Penn  Din Thomas,KO/TKO  Knee,1.0,"East Rutherford, New Jersey, USA","June 29, 2001"
win,Josh Barnett  Semmy Schilt,SUB  Armbar,1.0,"East Rutherford, New Jersey, USA","June 29, 2001"
win,Pat Miletich  Shonie Carter,KO/TKO  Kick,2.0,"East Rutherford, New Jersey, USA","June 29, 2001"
win,Caol Uno  Fabiano Iha,KO/TKO  Punches,1.0,"East Rutherford, New Jersey, USA","June 29, 2001"
win,Vladimir Matyushenko  Yuki Kondo,U-DEC,3.0,"East Rutherford, New Jersey, USA","June 29, 2001"
win,Ricco Rodriguez  Andrei Arlovski,KO/TKO  Punches,3.0,"East Rutherford, New Jersey, USA","June 29, 2001"
win,Tony DeSouza  Paul Rodriguez,SUB  Guillotine Choke,1.0,"East Rutherford, New Jersey, USA","June 29, 2001"
win,Randy Couture  Pedro Rizzo,KO/TKO  Punches,3.0,"Las Vegas, Nevada, USA","November 02, 2001"
win,Ricco Rodriguez  Pete Williams,KO/TKO  Punches,2.0,"Las Vegas, Nevada, USA","November 02, 2001"
win,Matt Hughes  Carlos Newton,KO/TKO  Slam,2.0,"Las Vegas, Nevada, USA","November 02, 2001"
win,BJ Penn  Caol Uno,KO/TKO  Punches,1.0,"Las Vegas, Nevada, USA","November 02, 2001"
win,Josh Barnett  Bobby Hoffman,KO/TKO  Punches,2.0,"Las Vegas, Nevada, USA","November 02, 2001"
win,Evan Tanner  Homer Moore,SUB  Armbar,2.0,"Las Vegas, Nevada, USA","November 02, 2001"
win,Matt Lindland  Phil Baroni,M-DEC,3.0,"Las Vegas, Nevada, USA","November 02, 2001"
win,Frank Mir  Roberto Traven,SUB  Armbar,1.0,"Las Vegas, Nevada, USA","November 02, 2001"
win,Jens Pulver  BJ Penn,M-DEC,5.0,"Uncasville, Connecticut, USA","January 11, 2002"
win,Ricco Rodriguez  Jeff Monson,KO/TKO  Punches,3.0,"Uncasville, Connecticut, USA","January 11, 2002"
