date,location,poss_winner,poss_loser
"5' 10""",145 lbs.,Darren Elkins,Tristan Connelly
"April 24, 2010","Sacramento, California, USA",Jose Aldo,Urijah Faber
"5' 6""",135 lbs.,Mark De La Rosa,Jordan Espinosa
"August 18, 2010","Las Vegas, Nevada, USA",Dominick Cruz,Joseph Benavidez
"5' 6""",145 lbs.,Ivan Menjivar,Hatsu Hioki
"December 16, 2010","Glendale, Arizona, USA",Anthony Pettis,Benson Henderson
"5' 5""",135 lbs.,Scott Jorgensen,Alejandro Perez
"5' 6""",135 lbs.,Damacio Page,Alex Caceres
"5' 9""",135 lbs.,Michael McDonald,John Lineker
"5' 7""",135 lbs.,Yves Jabouin,Felipe Arantes
"5' 5""",125 lbs.,Ian McCall,John Lineker
"5' 7""",135 lbs.,Eddie Wineland,Cody Stamann
"5' 6""",125 lbs.,Darrell Montague,Willie Gates
"5' 10""",135 lbs.,Benito Lopez,Vince Morales
"5' 6""",125 lbs.,Richie Vaculik,Danny Martinez
"5' 5""",125 lbs.,Ben Nguyen,Wilson Reis
"5' 3""",125 lbs.,Demetrious Johnson,Henry Cejudo
"6' 2""",205 lbs.,Anton Berzin,Kennedy Nzechukwu
"5' 6""",135 lbs.,Urijah Faber,Petr Yan
"5' 7""",125 lbs.,Tim Elliott,Tagir Ulanbekov
"5' 6""",125 lbs.,Azamat Gashimov,John Lineker
"5' 8""",125 lbs.,Sumudaerji,Matt Schnell
"5' 7""",135 lbs.,Casey Kenney,Song Yadong
"5' 5""",125 lbs.,Elias Garcia,Kai Kara-France
"5' 9""",145 lbs.,Eduardo Garagorri,Darren Elkins
"5' 7""",135 lbs.,Grigory Popov,Davey Grant
"5' 8""",135 lbs.,Jose Quinonez,Louis Smolka
"5' 6""",125 lbs.,Ulysses Gomez,Phil Harris
"5' 4""",125 lbs.,Roldan Sangcha'an,Jon Delos Reyes
"5' 6""",125 lbs.,Darren Uyenoyama,Alptekin Ozkilic
"5' 8""",135 lbs.,Alex Soto,Francisco Rivera
"5' 3""",125 lbs.,Louis Gaudinot,Kyoji Horiguchi
"6' 1""",185 lbs.,Jeremiah Metcalf,Raymond Daniels
--,145 lbs.,Evan Esguerra,Alvin Cacdac
"5' 9""",135 lbs.,Albert Morales,Manny Bermudez
"5' 8""",145 lbs.,Chris Drumm,Evan Esguerra
--,155 lbs.,Clint Coronel,Alex Crispin
"5' 7""",125 lbs.,Tagir Ulanbekov,Tim Elliott
"5' 9""",155 lbs.,Dennis Hallman,John Makdessi
"5' 9""",125 lbs.,Brandon Royval,Matt Schnell
--,155 lbs.,Alex Crispin,Clint Coronel
--,135 lbs.,Pete Sabala,Anthony Figueroa
"5' 10""",185 lbs.,Sean Salmon,Jorge Santiago
"5' 9""",135 lbs.,Andre Soukhamthath,Sumudaerji
"5' 4""",135 lbs.,Anthony Figueroa,Chris Cariaso
"5' 10""",185 lbs.,Falaniko Vitale,Frank Trigg
"5' 8""",135 lbs.,Leonardo Morales,Jose Quinonez
"5' 4""",135 lbs.,Carlos Huachin,Jose Quinonez
--,135 lbs.,Brad Royster,Darren Uyenoyama
"6' 2""",185 lbs.,Raymond Daniels,Jeremiah Metcalf
"5' 11""",170 lbs.,Luke Stewart,Andre Galvao
"5' 11""",170 lbs.,Bryson Kamaka,Luke Stewart
"6' 2""",205 lbs.,Bobby Southworth,Renato Sobral
"6' 3""",170 lbs.,Brian Schwartz,Lemont Davis
"6' 2""",245 lbs.,Paul Buentello,Cheick Kongo
"6' 2""",205 lbs.,Anthony Ruiz,Aaron Rosa
"5' 8""",170 lbs.,Lemont Davis,Dillon Smith
"6' 1""",170 lbs.,Jorge Santiago,Gunnar Nelson
"5' 10""",170 lbs.,Sammy Morgan,Duane Ludwig
"February 01, 2008","San Jose, California, USA",Joey Armstrong,Sam Spengler
--,185 lbs.,Kurt Osiander,Josh Neal
"5' 9""",185 lbs.,Cung Le,Michael Bisping
"5' 6""",135 lbs.,Stephanie Webber,Germaine de Randamie
"June 24, 2011","Kent, Washington, USA",Caros Fodor,James Terry
"5' 7""",145 lbs.,Julia Budd,Ronda Rousey
"6' 4""",265 lbs.,Alistair Overeem,Alexander Volkov
"5' 5""",135 lbs.,Julie Kedzie,Bethe Correia
"5' 7""",135 lbs.,Larissa Pacheco,Germaine de Randamie
"August 18, 2012","San Diego, California, USA",Ronda Rousey,Sarah Kaufman
"5' 3""",115 lbs.,Anna Elmose,Amanda Cooper
"6' 1""",170 lbs.,Jesse Juarez,Luke Stewart
"5' 9""",155 lbs.,Rob Emerson,Nik Lentz
"5' 10""",155 lbs.,Adriano Martins,Kajan Johnson
"September 23, 2008","Saitama, Japan",Gegard Mousasi,Jacare Souza
"6' 1""",170 lbs.,Kyle Noke,Omari Akhmedov
"6' 3""",185 lbs.,Tom Breese,Omari Akhmedov
"6' 0""",170 lbs.,Anthony Rocco Martin,Neil Magny
"5' 10""",170 lbs.,Salim Touahri,Mickey Gall
"5' 11""",170 lbs.,Sultan Aliev,Keita Nakamura
--,--,Luke Hartwig,Eric Magana
"6' 0""",205 lbs.,Dave Martin,Jesse Gillespie
"5' 11""",155 lbs.,Jake Lindsey,Joe Duffy
--,--,Eric Magana,Luke Hartwig
"5' 11""",155 lbs.,Norman Parke,Rustam Khabilov
"March 18, 2006","Manchester, England, United Kingdom",Alistair Overeem,Nikolajus Cilkinas
"6' 2""",220 lbs.,Michael Knaap,Alistair Overeem
--,--,Nikolajus Cilkinas,Alistair Overeem
"June 23, 2007","Amsterdam, Noord-Holland, Netherlands",Alistair Overeem,Michael Knaap
"October 17, 2009","Amsterdam, Noord-Holland, Netherlands",Alistair Overeem,Tony Sylvester
"5' 9""",170 lbs.,Kevin Lee,Daniel Rodriguez
--,185 lbs.,Jeremy Hamilton,Derek Brunson
"5' 9""",155 lbs.,Tae Hyun Bang,Nick Hein
"6' 1""",225 lbs.,Tony Sylvester,Alistair Overeem
"5' 9""",155 lbs.,Felipe Olivieri,Anthony Rocco Martin
"5' 11""",170 lbs.,Vik Grujic,Brendan O'Reilly
"5' 10""",185 lbs.,Josh Bryant,Kyle Noke
"5' 6""",145 lbs.,Josh Emmett,Calvin Kattar
"6' 0""",170 lbs.,Oliver Enkamp,Danny Roberts
"5' 5""",135 lbs.,Shunichi Shimizu,Kyung Ho Kang
"5' 10""",170 lbs.,Chris Clements,Nordine Taleb
"6' 1""",170 lbs.,Danny Roberts,Francisco Trinaldo
"5' 10""",170 lbs.,Kyle Prepolec,Austin Hubbard
"5' 6""",125 lbs.,Chico Camus,Kyoji Horiguchi
"5' 7""",135 lbs.,Teruto Ishihara,Kyung Ho Kang
"5' 6""",135 lbs.,Pingyuan Liu,Kyung Ho Kang
"5' 6""",135 lbs.,Guido Cannetti,Kris Moutinho
"5' 10""",135 lbs.,Brandon Davis,Batgerel Danaa
"5' 3""",115 lbs.,Amanda Cooper,Ashley Yoder
"5' 10""",155 lbs.,Jesse Ronson,Rafa Garcia
"5' 4""",115 lbs.,Pearl Gonzalez,Poliana Botelho
"5' 7""",135 lbs.,Tom Duquesnoy,Terrion Ware
"5' 10""",155 lbs.,Leo Kuntz,Tae Hyun Bang
"5' 7""",145 lbs.,Jianping Yang,Guangyou Ning
"5' 7""",135 lbs.,Royston Wee,Guangyou Ning
"5' 7""",145 lbs.,Alex Gilpin,JR Coughran
"5' 9""",145 lbs.,Jacob Kilburn,Austin Lingo
"6' 0""",205 lbs.,Dennis Bryant,Kennedy Nzechukwu
"6' 0""",170 lbs.,Zelim Imadaev,Michel Pereira
"5' 10""",145 lbs.,Bobby Moffett,Enrique Barzola
"5' 11""",135 lbs.,Chris Holdsworth,Chico Camus
"5' 10""",145 lbs.,Horacio Gutierrez,Teruto Ishihara
"6' 1""",265 lbs.,Tebaris Gordon,Greg Hardy
"6' 0""",145 lbs.,Austin Arnett,Shane Young
"5' 8""",135 lbs.,Francisco Rivera,Erik Perez
"5' 8""",145 lbs.,Rolando Dy,Shane Young
"5' 10""",125 lbs.,Yuta Sasaki,Alexandre Pantoja
"5' 10""",145 lbs.,Alex Caceres,Sodiq Yusuff
"5' 7""",135 lbs.,Edwin Figueroa,Erik Perez
--,185 lbs.,Jesse Gillespie,Dave Martin
"5' 11""",135 lbs.,Dave Galera,Royston Wee
"5' 8""",135 lbs.,Terrion Ware,Merab Dvalishvili
"5' 10""",145 lbs.,Austin Lingo,Luis Saldana
"6' 2""",205 lbs.,Tony Johnson,Alton Cunningham
"6' 0""",185 lbs.,Kenneth Seegrist,Eric Lawson
"June 27, 2008","San Jose, California, USA",Eric Lawson,Jesse Gillespie
"September 20, 2008","Beverly Hills, California, USA",Kazuo Misaki,Joe Riggs
"November 21, 2008","San Jose, California, USA",Bobby Stack,Cyrillo Padilha
"6' 0""",185 lbs.,Waylon Kennell,Eric Lawson
"January 29, 2011","San Jose, California, USA",Nick Diaz,Evangelista Santos
--,185 lbs.,Ron Keslar,Eric Lawson
"5' 9""",135 lbs.,Wulijiburen,Shohei Nose
"December 04, 2010","St. Louis, Missouri, USA",Dan Henderson,Renato Sobral
--,170 lbs.,Fernando Bettega,Wayne Phillips
--,170 lbs.,Damion Douglas,Wayne Phillips
"April 01, 2011","Stockton, California, USA",Justin Wilcox,Rodrigo Damm
"July 26, 2008","Stockton, California, USA",Robbie Lawler,Scott Smith
"5' 7""",135 lbs.,Motonobu Tezuka,Vaughan Lee
"5' 7""",135 lbs.,Shayna Baszler,Amanda Nunes
"5' 9""",145 lbs.,Wang Guan,Alex Caceres
"5' 8""",145 lbs.,Martin Bravo,Steven Peterson
"5' 10""",145 lbs.,Masio Fullen,Alex Caceres
"October 04, 2008","Sunrise, Florida, USA",Seth Petruzelli,Kevin Ferguson
"5' 9""",145 lbs.,Kron Gracie,Cub Swanson
--,170 lbs.,Adam Steele,Zak Bucia
"5' 8""",150 lbs.,Yoko Takahashi,Cristiane Justino
"5' 9""",155 lbs.,Ashe Bowman,Josh Thomson
--,170 lbs.,Lucas Gamaza,James Terry
"5' 2""",125 lbs.,Jenna Castillo,Charlene Gellner
--,155 lbs.,Tommy Petersen,Tristan Arenal
"6' 2""",215 lbs.,Scott Carson,Herschel Walker
"6' 1""",215 lbs.,Herschel Walker,Scott Carson
"5' 2""",125 lbs.,Charlene Gellner,Jenna Castillo
--,130 lbs.,Josh Epps,JW Wright
--,130 lbs.,JW Wright,Josh Epps
--,130 lbs.,Bobby Escalante,Raul Sandoval
--,155 lbs.,Tristan Arenal,Tommy Petersen
--,130 lbs.,Raul Sandoval,Bobby Escalante
"July 28, 2012","Kansas City, Kansas, USA",Sara McMann,Shayna Baszler
"5' 10""",145 lbs.,Alex Torres,Masio Fullen
"5' 7""",145 lbs.,Anthony Avila,Rafael Rios
"5' 6""",135 lbs.,Kelly Kobold,Gina Carano
--,150 lbs.,Rafael Rios,Anthony Avila
"June 10, 2022","Kallang, Singapore",Shohei Nose,Wulijiburen
"5' 10""",170 lbs.,Zak Bucia,James Terry
"April 11, 2009","San Jose, California, USA",Nick Diaz,Frank Shamrock
"5' 6""",135 lbs.,Shohei Nose,Wulijiburen
"5' 4""",135 lbs.,Hitomi Akano,Sara McMann
"January 30, 2010","Miami, Florida, USA",Michael Byrnes,Dave Zitanick
"August 15, 2009","San Jose, California, USA",Cristiane Justino,Gina Carano
"5' 8""",135 lbs.,Jan Finney,Liz Carmouche
"5' 9""",145 lbs.,Marloes Coenen,Fiona Muxlow
"6' 1""",210 lbs.,Greg Nagy,Herschel Walker
"December 17, 2011","San Diego, California, USA",Gilbert Melendez,Jorge Masvidal
"5' 11""",135 lbs.,Hiroko Yamanaka,Germaine de Randamie
"5' 9""",135 lbs.,Leslie Smith,Amanda Lemos
"September 15, 2007","Oahu, Hawaii, USA",Robbie Lawler,Murilo Rua
"5' 8""",135 lbs.,Holly Holm,Ketlen Vieira
"5' 7""",135 lbs.,Raquel Pennington,Aspen Ladd
"5' 8""",145 lbs.,Gina Carano,Cristiane Justino
"5' 9""",170 lbs.,John Adajar,HanSeul Kim
"5' 9""",185 lbs.,Brandon Michaels,Raul Castillo
"July 29, 2011","Kansas City, Kansas, USA",Sara McMann,Tonya Evinger
"6' 1""",170 lbs.,HanSeul Kim,John Adajar
"6' 2""",185 lbs.,Buck Meredith,Luke Rockhold
"5' 2""",125 lbs.,Jeremia Siregar,HyunSung Park
"5' 9""",170 lbs.,John Kelly,Sabah Homasi
"6' 0""",170 lbs.,Sabah Homasi,Abdul Razak Alhassan
"5' 7""",125 lbs.,HyunSung Park,Jeremia Siregar
"5' 4""",145 lbs.,Fiona Muxlow,Marloes Coenen
--,170 lbs.,Chris Brown,Herman Terrado
"5' 10""",170 lbs.,Ryan Keenan,Hayder Hassan
--,170 lbs.,Herman Terrado,Chris Brown
"5' 10""",170 lbs.,Hayder Hassan,Vicente Luque
"5' 4""",145 lbs.,Marcos da Matta,Pablo Alfonso
"5' 8""",145 lbs.,Pablo Alfonso,Marcos da Matta
"5' 9""",155 lbs.,Craig Oxley,David Gomez
"September 15, 2006","Las Vegas, Nevada, USA",Gina Carano,Rosi Sexton
"June 10, 2006","Las Vegas, Nevada, USA",Gina Carano,Leiticia Pestova
"5' 6""",135 lbs.,Leiticia Pestova,Gina Carano
--,155 lbs.,David Gomez,Craig Oxley
"5' 3""",135 lbs.,Rosi Sexton,Jessica Andrade
--,170 lbs.,Dave Zitanick,Michael Byrnes
"5' 9""",145 lbs.,Lu Kai,Angga
"5' 11""",155 lbs.,Michael Byrnes,Dave Zitanick
"5' 6""",155 lbs.,Jinensibieke Asikeerbai,KyeungPyo Kim
"January 21, 2012","Honolulu, Hawaii, USA",Sara McMann,Hitomi Akano
"5' 7""",145 lbs.,Angga,Lu Kai
"5' 11""",170 lbs.,Anton Zafir,Li Jingliang
"5' 9""",155 lbs.,KyeungPyo Kim,Jinensibieke Asikeerbai
"5' 11""",185 lbs.,AJ Matthews,Herman Terrado
"6' 0""",170 lbs.,Bobby Nash,Song Kenan
"5' 11""",170 lbs.,Zak Ottow,Alex Morono
"6' 0""",170 lbs.,David Zawada,Alex Morono
"5' 11""",170 lbs.,Jake Matthews,Andre Fialho
"5' 11""",170 lbs.,Daichi Abe,Li Jingliang
"6' 2""",170 lbs.,Khamzat Chimaev,Gilbert Burns
"5' 10""",155 lbs.,Kolton Englund,Manuel Torres
"5' 11""",170 lbs.,Elizeu Zaleski dos Santos,Benoit Saint Denis
"5' 10""",155 lbs.,Vinc Pichel,Mark Madsen
"October 26, 2021","Las Vegas, Nevada, USA",Gadzhi Omargadzhiev,Jansey Silva
"5' 3""",155 lbs.,Tomomi Iwama,Jens Pulver
"5' 7""",139 lbs.,Yoshiro Maeda,Bibiano Fernandes
"5' 8""",155 lbs.,Aaron Riley,Justin Salas
"5' 7""",145 lbs.,Jens Pulver,Javier Vazquez
"6' 0""",145 lbs.,Milton Vieira,Godofredo Pepey
"5' 9""",190 lbs.,Crosley Gracie,Akihiro Gono
"5' 7""",168 lbs.,Hayato Sakurai,Phil Baroni
"5' 9""",205 lbs.,Antonio Schembri,Ryo Chonan
"5' 7""",170 lbs.,Akihiro Gono,Hayato Sakurai
"5' 9""",170 lbs.,Ryo Chonan,Hayato Sakurai
"6' 0""",170 lbs.,Andre Fialho,Jake Matthews
"5' 10""",170 lbs.,Rostem Akman,Jake Matthews
"5' 11""",135 lbs.,Ryan MacDonald,Louis Smolka
"5' 7""",155 lbs.,Dokonjonosuke Mishima,Kenny Florian
"6' 2""",170 lbs.,Rhys McKee,Alex Morono
"5' 10""",145 lbs.,Xie Bin,JeongYeong Lee
"5' 7""",135 lbs.,Vince Morales,Jonathan Martinez
"5' 10""",145 lbs.,Olivier Murad,Xie Bin
"5' 3""",125 lbs.,Yan Qihui,Karine Silva
"5' 9""",181 lbs.,Ikuhisa Minowa,Baru Harn
"5' 5""",145 lbs.,David Velasquez,Jens Pulver
"5' 5""",125 lbs.,Karine Silva,Poliana Botelho
"5' 3""",145 lbs.,Alfonso Alcarez,Jens Pulver
"5' 9""",170 lbs.,Phil Baroni,Hayato Sakurai
"6' 0""",168 lbs.,Hidetaka Monma,Hayato Sakurai
"6' 3""",161 lbs.,Luciano Azevedo,Hayato Sakurai
"6' 0""",155 lbs.,John Lewis,Jens Pulver
"5' 9""",170 lbs.,Hidehiko Hasegawa,Hayato Sakurai
"6' 2""",170 lbs.,Cameron VanCamp,Andre Fialho
"5' 7""",135 lbs.,Christian Quinonez,Xiao Long
"5' 8""",135 lbs.,Xiao Long,Christian Quinonez
"6' 1""",170 lbs.,Sergey Khandozhko,Dwight Grant
"5' 8""",145 lbs.,Andre Ewell,Charles Jourdain
"September 01, 2020","Las Vegas, Nevada, USA",Melsik Baghdasaryan,Dennis Buzukja
"5' 10""",170 lbs.,Chad Laprise,Dhiego Lima
--,265 lbs.,Baru Harn,Ikuhisa Minowa
"5' 6""",125 lbs.,Nate Smith,Jimmy Flick
"June 10, 2022","Kallang, Singapore",JeongYeong Lee,Xie Bin
"6' 2""",286 lbs.,Lee Kwan Bum,Ikuhisa Minowa
"5' 10""",145 lbs.,JeongYeong Lee,Xie Bin
"August 01, 2017","Las Vegas, Nevada, USA",Julian Marquez,Phil Hawes
"6' 0""",170 lbs.,Sage Northcutt,Zak Ottow
"5' 9""",135 lbs.,James Gray,Kyler Phillips
"5' 6""",135 lbs.,Gabriel Silva,Kyler Phillips
"5' 6""",160 lbs.,Lowell Anderson,John Lewis
"5' 8""",135 lbs.,Song Yadong,Marlon Moraes
"5' 11""",170 lbs.,Colby Covington,Jorge Masvidal
"5' 8""",135 lbs.,Raulian Paiva,Sergey Morozov
"5' 3""",135 lbs.,John Dodson,Merab Dvalishvili
"5' 11""",170 lbs.,Robbie Lawler,Bryan Barberena
"5' 11""",135 lbs.,Walel Watson,Mitch Gagnon
"5' 11""",170 lbs.,Darian Weeks,Ian Garry
"5' 9""",170 lbs.,Jake Ellenberger,Bryan Barberena
"5' 10""",155 lbs.,Chase Gibson,Tucker Lutz
"5' 2""",115 lbs.,YeDam Seo,Josefine Knutsson
"6' 2""",170 lbs.,Brian Camozzi,Geoff Neal
"5' 11""",170 lbs.,Galore Bofando,Chad Laprise
"5' 3""",115 lbs.,Josefine Knutsson,YeDam Seo
"5' 6""",125 lbs.,Ronaldo Candido,Carlos Candelario
"5' 10""",170 lbs.,Enrique Marin,Sage Northcutt
"5' 7""",135 lbs.,Gugun Gusman,Rinya Nakamura
"5' 7""",135 lbs.,Rinya Nakamura,Gugun Gusman
"5' 10""",155 lbs.,Michel Quinones,Sage Northcutt
"6' 0""",170 lbs.,Wagner Silva,Colby Covington
"5' 8""",125 lbs.,Carlos Candelario,Tatsuro Taira
"5' 7""",135 lbs.,Bharat Kandare,Song Yadong
"6' 0""",170 lbs.,Anying Wang,Colby Covington
"5' 6""",125 lbs.,Yuma Horiuchi,Top Noi Kiwram
"5' 11""",170 lbs.,Ben Askren,Demian Maia
"5' 5""",125 lbs.,Top Noi Kiwram,Yuma Horiuchi
"5' 6""",125 lbs.,Vaughan Lee,Paddy Holohan
"5' 5""",135 lbs.,Issei Tamura,TJ Dillashaw
"5' 6""",135 lbs.,Mike Easton,Yves Jabouin
"5' 6""",135 lbs.,Hugo Viana,Guido Cannetti
"5' 11""",170 lbs.,Charlie Ward,Galore Bofando
"5' 6""",145 lbs.,Renan Barao,Douglas Silva de Andrade
"6' 0""",170 lbs.,Erick Montano,Max Griffin
"5' 4""",135 lbs.,Henry Cejudo,Dominick Cruz
"5' 11""",135 lbs.,Cory Sandhagen,Petr Yan
"6' 4""",236 lbs.,Lukasz Brzeski,Dylan Potter
"6' 4""",265 lbs.,Martin Buday,Chris Barnett
"5' 11""",185 lbs.,Ricardo Abreu,Jake Collier
"5' 10""",205 lbs.,Azamat Murzakanov,Tafon Nchukwi
"August 31, 2021","Las Vegas, Nevada, USA",Azamat Murzakanov,Matheus Scheffel
"5' 7""",125 lbs.,Tatsuro Taira,Carlos Candelario
"5' 11""",170 lbs.,Albert Cheng,Anying Wang
"5' 8""",125 lbs.,Allan Nascimento,Jake Hadley
"6' 0""",205 lbs.,Devin Clark,William Knight
"5' 7""",125 lbs.,Malcolm Gordon,Denys Bondar
"5' 11""",155 lbs.,Joe Lowry,Nikolas Motta
"5' 8""",135 lbs.,Dominick Cruz,Pedro Munhoz
"5' 11""",155 lbs.,Dong Hyun Ma,Omar Morales
"5' 7""",145 lbs.,John Teixeira,Hugo Viana
"5' 10""",170 lbs.,James Terry,Bobby Green
"5' 9""",170 lbs.,Paul Bradley,Mike Pierce
"5' 11""",185 lbs.,Karl Amoussou,Kazuhiro Nakamura
"5' 10""",170 lbs.,Tarec Saffiedine,Rafael Dos Anjos
"6' 1""",185 lbs.,Trevor Prangley,Tatsuya Mizuno
"5' 4""",135 lbs.,Takayo Hashi,Sarah Kaufman
"6' 3""",265 lbs.,Lorenzo Hood,Martin Buday
"5' 11""",145 lbs.,Diego Lopes,Joanderson Brito
"5' 10""",170 lbs.,Leonardo Damiani,AJ Fletcher
"5' 7""",125 lbs.,Jake Hadley,Allan Nascimento
"5' 8""",145 lbs.,Joanderson Brito,Andre Fili
"6' 2""",205 lbs.,Matheus Scheffel,Azamat Murzakanov
"6' 2""",205 lbs.,Josh Stansbury,Jeremy Kimball
"6' 4""",185 lbs.,Alex Nicholson,Jack Hermansson
"6' 0""",205 lbs.,Darko Stosic,Jamahal Hill
"5' 6""",125 lbs.,Denys Bondar,Malcolm Gordon
"5' 8""",145 lbs.,Maximo Blanco,Chas Skelly
"5' 11""",145 lbs.,Hatsu Hioki,Dan Hooker
"5' 5""",135 lbs.,Sarah Kaufman,Valentina Shevchenko
"5' 8""",145 lbs.,Mark Eddiva,Dan Hooker
"6' 3""",155 lbs.,James Vick,Niko Price
"5' 10""",155 lbs.,Islam Makhachev,Bobby Green
"5' 8""",155 lbs.,Ross Pearson,Desmond Green
"5' 5""",125 lbs.,Mitch Raposo,Jake Hadley
"5' 10""",155 lbs.,Al Iaquinta,Bobby Green
"5' 9""",135 lbs.,Alexis Dufresne,Marion Reneau
"5' 11""",155 lbs.,Paul Felder,Rafael Dos Anjos
"5' 4""",135 lbs.,Talita Bernardo,Viviane Araujo
"6' 0""",205 lbs.,Jeremy Kimball,Darko Stosic
"5' 8""",135 lbs.,Ashlee Evans-Smith,Norma Dumont
"6' 3""",205 lbs.,Cory Hendricks,Josh Stansbury
"5' 4""",125 lbs.,Liana Jojua,Cortney Casey
"October 22, 2022","Abu Dhabi, Abu Dhabi, United Arab Emirates",Charles Oliveira,Islam Makhachev
"5' 5""",135 lbs.,Vanessa Melo,Sarah Moras
"5' 4""",125 lbs.,Sijara Eubanks,Melissa Gatto
"6' 3""",185 lbs.,Kyron Bowen,Collin Huckbody
"6' 3""",185 lbs.,Collin Huckbody,Kyron Bowen
"5' 10""",155 lbs.,Mike Breeden,Natan Levy
"5' 10""",145 lbs.,Alejandro Flores,Rafael Alves
"6' 1""",185 lbs.,Jhonoven Pati,Jamie Pickett
"5' 11""",155 lbs.,Anthony Romero,Mike Breeden
"5' 10""",145 lbs.,Humberto Brown Morrison,Gabriel Benitez
"5' 11""",145 lbs.,Clay Collard,Tiago dos Santos e Silva
"5' 8""",145 lbs.,Sam Sicilia,Gavin Tucker
"5' 6""",135 lbs.,Sara McMann,Karol Rosa
"5' 7""",125 lbs.,Muhammad Mokaev,Charles Johnson
"5' 11""",145 lbs.,Humberto Bandenay,Eduardo Garagorri
"5' 10""",145 lbs.,Billy Quarantillo,Shane Burgos
"5' 7""",145 lbs.,Enrique Barzola,Rani Yahya
"6' 1""",185 lbs.,Tim Caron,Jordan Williams
"5' 9""",155 lbs.,Austin Tweedy,Te Edwards
"5' 10""",145 lbs.,Jamall Emmers,Pat Sabatini
"6' 1""",185 lbs.,Jordan Williams,Ian Garry
"5' 8""",155 lbs.,Te Edwards,Dennis Bermudez
"5' 6""",145 lbs.,Kim In Seok,Tatsuya Kawajiri
"5' 5""",125 lbs.,Jaimelene Nievera,Antonina Shevchenko
"5' 11""",145 lbs.,David Onama,Garrett Armfield
"5' 7""",135 lbs.,Raquel Pa'aluhi,Sara McMann
"August 27, 2011","Honolulu, Hawaii, USA",Sara McMann,Raquel Pa'aluhi
"September 25, 2005","Tokyo, Japan",Takanori Gomi,Luiz Azeredo
"July 17, 2005","Nagoya, Aichi, Japan",Takanori Gomi,Jean Silva
"5' 5""",135 lbs.,Sheila Gaff,Amanda Nunes
"5' 9""",135 lbs.,Aaron Phillips,Jack Shore
"5' 9""",125 lbs.,Charles Johnson,Muhammad Mokaev
"July 23, 2019","Las Vegas, Nevada, USA",Ramazan Kuramagomedov,Jordan Williams
"5' 8""",155 lbs.,Charles Bennett,KJ Noons
"June 04, 2006","Saitama, Japan",Kazuo Misaki,Phil Baroni
"December 31, 2006","Saitama, Japan",Fedor Emelianenko,Mark Hunt
"5' 8""",170 lbs.,Chris Brennan,Tatsuya Kawajiri
"5' 7""",155 lbs.,Takanori Gomi,Dong Hyun Ma
"6' 0""",155 lbs.,Don Madge,Fares Ziam
"August 27, 2006","Nagoya, Aichi, Japan",Takanori Gomi,David Baron
"6' 1""",170 lbs.,Ramazan Kuramagomedov,Jordan Williams
"December 31, 2007","Saitama, Japan",Shinya Aoki,Bu-Kyung Jung
"6' 0""",154 lbs.,Kultar Gill,Joachim Hansen
"5' 9""",154 lbs.,Luiz Azeredo,Tatsuya Kawajiri
"5' 6""",160 lbs.,Jean Silva,Takanori Gomi
"March 15, 2008","Saitama, Japan",Gesias Cavalcante,Shinya Aoki
"5' 6""",145 lbs.,Garrett Armfield,David Onama
"5' 6""",160 lbs.,Daisuke Sugie,Josh Thomson
"May 11, 2008","Saitama, Japan",Caol Uno,Mitsuhiro Ishida
"5' 6""",154 lbs.,Luiz Firmino,Tatsuya Kawajiri
"6' 2""",155 lbs.,Christian Lohsen,JJ Okanovich
"5' 9""",155 lbs.,Eddie Alvarez,Dustin Poirier
"6' 2""",205 lbs.,Alexander Poppeck,Jamahal Hill
"5' 10""",135 lbs.,Matt Hobar,Sergio Pettis
"5' 11""",155 lbs.,JJ Okanovich,Christian Lohsen
"July 21, 2008","Osaka, Japan",Joachim Hansen,Shinya Aoki
"5' 6""",155 lbs.,David Baron,Jim Miller
"6' 2""",170 lbs.,Courtney Turner,Chris Brennan
"March 08, 2009","Saitama, Japan",Masakazu Imanari,Atsushi Yamamoto
"5' 9""",154 lbs.,Ross Ebanez,Tatsuya Kawajiri
"May 26, 2009","Yokohama, Kanagawa, Japan",Jacare Souza,Jason Miller
"5' 8""",155 lbs.,Gesias Cavalcante,Isaac Vallie-Flagg
"October 06, 2009","Yokohama, Kanagawa, Japan",Bibiano Fernandes,Hiroyuki Takaya
"5' 5""",154 lbs.,Melchor Manibusan,Tatsuya Kawajiri
"5' 8""",154 lbs.,Kazunori Yokota,Tatsuya Kawajiri
"5' 9""",154 lbs.,Kotetsu Boku,Joachim Hansen
"July 10, 2010","Saitama, Japan",Shinya Aoki,Tatsuya Kawajiri
"December 31, 2009","Saitama, Japan",Hidehiko Yoshida,Satoshi Ishii
"December 31, 2010","Saitama, Japan",Hiroyuki Takaya,Bibiano Fernandes
"5' 10""",155 lbs.,Josh Thomson,Tony Ferguson
"5' 11""",154 lbs.,Shinya Aoki,Antonio McKee
"April 09, 2011","San Diego, California, USA",Nick Diaz,Paul Daley
"July 16, 2011","Tokyo, Japan",Hiroyuki Takaya,Kazuyuki Miyata
"5' 9""",145 lbs.,Gilbert Melendez,Arnold Allen
"September 24, 2011","Saitama, Japan",Shinya Aoki,Rob McCullough
"5' 11""",155 lbs.,David Gardner,Shinya Aoki
"5' 10""",155 lbs.,Drew Fickett,Tatsuya Kawajiri
"5' 7""",150 lbs.,Joachim Hansen,Tatsuya Kawajiri
