name,win,loss,tie,weight_lbs,reach_inch,stance,slpm,str_acc,sapm,str_def,tdavg,tdacc,tddef,subavg,w/l_ratio,age,inches
Shungo Oyama,14,19,0,185.0,,Southpaw,0.64,25,1.96,57,1.07,57,62,0.5,0.42,48,71
Rico Altamirano,4,3,0,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.57,,70
Kevin Randleman,17,16,0,205.0,,Orthodox,1.26,54,1.12,57,2.0,56,30,0.8,0.52,50,70
Gennaro Strangis,0,1,0,,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,
Egan Inoue,13,8,0,190.0,,Southpaw,1.66,36,3.31,57,0.0,0,0,0.0,0.62,57,69
Ruben Villareal,22,28,3,265.0,,Orthodox,5.18,53,4.86,35,0.0,0,0,0.0,0.44,52,76
Eric Jacob,1,9,0,155.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.1,,
Joel Thomas,5,2,0,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.71,,70
Guy Mezger,30,14,2,200.0,,Orthodox,2.3,32,1.36,72,0.39,50,88,0.0,0.68,54,73
Jose Landi-Jons,29,16,0,170.0,,Orthodox,0.99,40,0.77,43,2.2,80,40,2.2,0.64,48,71
Kazuki Okubo,7,9,0,175.0,,Orthodox,1.53,38,1.97,46,0.51,25,36,2.0,0.44,,71
Andrews Nakahara,5,4,2,185.0,,Orthodox,2.68,44,1.9,57,0.0,0,72,0.4,0.56,39,73
Kiyoshi Tamura,32,13,3,185.0,,Southpaw,2.44,53,1.44,60,0.58,60,45,0.2,0.71,52,71
Tatsuya Iwasaki,0,1,0,205.0,,Orthodox,0.79,100,8.68,38,0.0,0,0,0.0,0.0,,69
Hiromitsu Kanehara,19,27,5,200.0,,Orthodox,0.76,22,4.39,40,0.0,0,40,0.4,0.41,51,70
Minoru Toyonaga,2,5,0,195.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.29,,71
Michiyoshi Ohara,0,2,0,205.0,,Orthodox,0.28,29,3.13,48,0.0,0,33,0.0,0.0,,70
Ricardo Arona,14,5,0,205.0,,Orthodox,1.66,48,1.15,57,2.41,48,58,1.2,0.74,44,71
Chris Bostick,6,3,0,,,,0.0,0,0.0,0,0.0,0,0,0.0,0.67,,
Jason Fairn,4,5,0,230.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.44,,73
John Dowdy,0,1,0,,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,
Keith Jardine,17,11,2,185.0,76.0,Orthodox,3.25,36,2.98,59,1.18,45,62,0.7,0.61,46,74
Cung Le,9,3,0,185.0,70.0,Southpaw,4.36,48,2.98,66,1.37,71,88,0.3,0.75,50,69
Rony Sefo,0,2,0,225.0,,Orthodox,0.0,0,0.43,0,0.0,0,0,0.0,0.0,,69
Aliev Makhmud,0,1,0,195.0,,Southpaw,1.12,30,2.24,36,2.1,50,0,0.0,0.0,52,66
Masakatsu Funaki,39,13,2,185.0,,Southpaw,1.82,68,2.92,35,0.0,0,0,5.5,0.75,53,72
Ryuichi Murata,8,3,1,183.0,,Orthodox,0.84,36,1.89,50,4.74,50,100,3.2,0.73,,68
Jorge Interiano,4,3,0,205.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.57,,73
Seth Dikun,9,8,0,135.0,69.0,Orthodox,1.45,26,2.18,55,0.0,0,45,0.9,0.53,41,70
Sergey Ignatov,0,1,0,210.0,,Orthodox,0.35,50,3.25,42,0.0,0,0,0.0,0.0,,69
Akitoshi Tamura,21,18,2,135.0,70.0,Orthodox,3.73,43,1.94,78,0.0,0,20,1.0,0.54,42,69
Philip Preece,10,14,0,205.0,,Orthodox,0.8,72,0.7,63,0.0,0,0,0.0,0.42,,68
Coty Wheeler,14,5,0,135.0,67.0,Orthodox,1.88,22,3.16,59,0.87,37,33,2.6,0.74,43,66
Brian Warren,18,17,1,185.0,,Orthodox,1.16,21,4.63,57,0.0,0,0,0.0,0.51,,72
Bryan Pardoe,13,16,0,205.0,,Orthodox,1.11,36,4.59,45,4.75,40,33,0.0,0.45,,73
Frank Gomez,10,6,0,135.0,67.0,Orthodox,1.52,48,0.79,66,1.14,60,70,0.8,0.62,36,70
Travis Johnson,0,1,0,205.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,
George Allen,13,19,2,205.0,,Open Stance,0.8,38,3.1,43,0.0,0,50,0.0,0.41,55,74
Rolando Perez,7,5,2,135.0,,Orthodox,4.23,36,4.83,63,0.0,0,100,0.0,0.58,,68
Kerry Schall,24,13,0,265.0,,Orthodox,0.94,11,4.84,63,0.0,0,0,0.0,0.65,50,74
Brian Johnston,5,5,0,230.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,75
Manny Tapia,12,14,1,135.0,67.0,Orthodox,2.69,21,4.74,58,0.49,40,66,0.2,0.46,41,65
Mike Altman,1,4,0,185.0,,Orthodox,1.56,20,2.08,75,0.0,0,0,0.0,0.2,,70
Kazuyuki Fujita,15,12,0,235.0,,Orthodox,1.05,49,1.99,52,2.78,36,85,0.6,0.56,51,72
Del Hawkins,22,17,0,135.0,,Orthodox,1.15,27,2.01,46,0.0,0,0,0.0,0.56,,65
Don Frye,20,9,1,219.0,,Orthodox,2.87,64,3.57,37,0.91,57,45,0.7,0.69,56,73
Louis Cosce,7,1,0,170.0,71.0,Orthodox,8.22,48,9.3,48,1.07,11,0,0.0,0.88,26,69
Leiticia Pestova,0,2,0,135.0,,Orthodox,0.0,0,24.62,44,0.0,0,0,0.0,0.0,38,66
Noah Thomas,14,7,0,135.0,,Orthodox,0.44,13,4.99,33,0.0,0,0,1.3,0.67,41,69
Edgar Cardenas,4,1,0,145.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.8,,
Rosi Sexton,13,5,0,135.0,,Orthodox,3.31,39,7.42,41,0.75,10,80,0.0,0.72,45,63
Elaina Maxwell,7,4,0,145.0,,Orthodox,2.07,60,2.4,53,0.0,0,50,1.0,0.64,43,68
Kaitlin Young,7,9,1,135.0,,Orthodox,2.83,26,6.33,51,2.5,100,0,0.0,0.44,36,69
Reza Nasri,0,1,0,205.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,71
Brandon Foxworth,18,4,0,145.0,,Orthodox,1.33,32,4.59,50,0.0,0,0,0.0,0.82,43,71
Eldari Kurtanidze,0,1,0,235.0,,Orthodox,0.47,20,3.72,60,0.0,0,0,0.0,0.0,50,66
Yoshihiro Takayama,1,4,0,280.0,,Orthodox,3.4,54,5.69,29,0.67,33,55,0.0,0.2,53,77
Kelly Kobold,19,3,1,135.0,,Orthodox,2.33,21,4.11,59,1.67,11,0,0.0,0.86,39,66
Thomas Ramirez,0,1,0,410.0,,Sideways,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,73
Scott Fiedler,0,1,0,235.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,76
Marcio Alexandre Junior,17,4,0,185.0,75.0,Southpaw,1.61,45,2.89,42,0.35,20,66,0.7,0.81,33,72
Sabah Homasi,11,8,0,170.0,72.0,Orthodox,4.98,48,6.91,47,2.8,50,66,0.0,0.58,33,72
George Sullivan,17,7,0,170.0,73.0,Orthodox,3.53,39,2.42,57,1.37,20,38,0.7,0.71,41,72
Michelle Maher,1,2,0,145.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.33,,
Ricky Rainey,12,6,0,170.0,77.0,Switch,2.55,48,2.62,46,0.95,18,55,0.0,0.67,39,73
Hans Nijman,9,7,0,250.0,,Switch,0.0,0,0.0,0,0.0,0,0,0.0,0.56,62,72
Alex Oliveira,22,12,1,170.0,76.0,Orthodox,2.99,51,2.55,46,2.35,38,63,0.6,0.65,34,71
Niko Price,15,5,0,170.0,76.0,Orthodox,5.16,42,5.67,47,0.79,22,65,0.8,0.75,32,72
Sergio Moraes,14,6,1,170.0,72.0,Orthodox,2.42,42,3.73,59,1.2,38,75,0.4,0.7,40,72
Laureano Staropoli,9,5,0,185.0,71.0,Orthodox,3.31,34,3.73,54,0.83,26,48,0.0,0.64,29,73
Daniel Rodriguez,16,2,0,170.0,74.0,Southpaw,8.06,50,5.38,57,0.84,55,76,0.2,0.89,35,73
Mike Perry,14,8,0,170.0,71.0,Orthodox,4.32,47,5.16,52,0.81,40,78,0.2,0.64,30,70
Leonardo Silva de Oliveira,12,4,0,185.0,,Orthodox,1.07,40,0.54,50,24.11,50,0,0.0,0.75,30,74
Mike Rhodes,10,5,0,170.0,74.0,Orthodox,3.2,39,4.13,64,0.96,33,75,0.5,0.67,32,73
Nam Phan,21,17,0,135.0,70.0,Orthodox,4.52,37,6.55,59,0.18,18,60,0.2,0.55,39,66
Josh Sampo,11,5,0,125.0,64.0,Orthodox,1.99,36,2.96,55,1.06,33,40,2.1,0.69,38,64
John Kelly,5,4,0,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.56,43,69
Azamat Gashimov,8,3,0,125.0,,Orthodox,1.24,21,4.75,53,1.69,25,0,0.0,0.73,32,66
Mike Easton,13,6,0,135.0,70.0,Southpaw,3.51,37,4.28,61,0.75,22,66,0.0,0.68,38,66
Hatsu Hioki,29,10,2,145.0,73.0,Orthodox,2.42,42,2.12,65,2.55,56,54,0.6,0.74,39,71
Joe Merritt,7,2,0,170.0,,Orthodox,1.53,58,0.73,66,0.0,0,68,0.0,0.78,38,72
Minoki Ichihara,0,1,0,178.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,67
Gerard Gordeau,2,2,0,216.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.5,63,77
Rico Farrington,7,3,0,170.0,79.0,Southpaw,6.33,41,7.2,51,0.0,0,20,0.0,0.7,33,76
Alex Reyes,13,3,0,170.0,73.0,Orthodox,4.56,46,8.35,38,0.0,0,0,0.0,0.81,35,71
Jason DeLucia,33,21,1,190.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.61,53,71
Preston Parsons,10,3,0,170.0,71.0,Orthodox,5.22,63,3.83,49,3.19,40,100,4.0,0.77,27,71
Remco Pardoel,9,6,1,260.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.6,,75
Ron van Clief,0,1,0,190.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,79,70
Patrick Smith,20,17,0,225.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.54,58,74
Kimo Leopoldo,10,7,1,235.0,,Orthodox,0.76,83,2.12,30,4.55,100,0,2.3,0.59,54,75
Keith Hackney,2,2,0,200.0,,Sideways,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,71
Dan Severn,101,19,1,250.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.84,64,74
Nobuhiko Takada,2,6,2,220.0,,Southpaw,0.31,24,1.92,39,1.15,20,0,0.0,0.25,60,72
Teila Tuli,0,1,0,430.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,53,72
Evan Elder,7,1,0,170.0,72.0,Switch,1.8,45,5.0,33,0.0,0,33,0.0,0.88,25,70
Orlando Wiet,1,5,0,170.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.17,,70
Alberta Cerra Leon,0,1,0,238.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,68
Kazushi Sakuraba,26,17,1,185.0,,Southpaw,1.26,41,2.03,51,1.26,31,48,1.7,0.6,53,72
Scott Baker,1,1,0,210.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,72
Ryan Parker,0,1,0,235.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,75
Rick Story,19,9,0,170.0,71.0,Southpaw,3.8,41,2.17,62,2.53,48,63,0.9,0.68,37,69
Joe Slick,16,5,3,199.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.76,44,72
Ray Wizard,0,1,0,,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,
Scott Morris,2,1,0,210.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.67,,70
Marcus Bossett,1,3,0,215.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.25,,73
Johnny Rhodes,2,1,0,210.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.67,,72
Kyle Sturgeon,0,1,0,225.0,,Switch,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,75
Rudyard Moncayo,0,3,0,195.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,70
Forrest Petz,26,10,0,170.0,71.0,Orthodox,2.27,29,2.2,57,1.3,100,66,0.0,0.72,46,69
Emmanuel Yarborough,1,2,0,770.0,,Open Stance,0.0,0,0.0,0,0.0,0,0,0.0,0.33,61,80
Joe Son,0,4,0,236.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,51,64
Lance Gibson,4,5,0,185.0,,Orthodox,1.21,75,6.44,20,0.0,0,0,0.0,0.44,51,69
Khaos Williams,13,3,0,170.0,77.0,Orthodox,5.0,37,4.12,48,0.0,0,75,0.0,0.81,28,72
Takashi Sato,16,5,0,170.0,73.0,Southpaw,2.28,38,4.16,44,0.35,50,60,0.0,0.76,32,70
Robert Lucarelli,0,1,0,245.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,74
Ralek Gracie,3,1,0,210.0,,Orthodox,1.61,46,1.05,55,2.5,75,0,1.7,0.75,36,74
Hector Aldana,4,3,0,170.0,72.0,Orthodox,3.59,38,5.08,59,0.93,100,0,0.0,0.57,33,71
Shannon Ritch,56,83,0,190.0,,Orthodox,1.0,100,6.0,50,0.0,0,0,0.0,0.4,51,69
Gilles Arsene,1,1,0,190.0,,Southpaw,0.06,10,2.45,32,0.0,0,0,0.0,0.5,,69
Andre Fialho,16,5,0,170.0,74.0,Orthodox,3.78,42,6.65,48,0.0,0,75,0.0,0.76,28,72
Kestutis Smirnovas,24,8,2,200.0,,Orthodox,4.95,52,5.05,54,1.55,50,100,1.6,0.75,,70
Antonio Schembri,5,5,0,205.0,,Orthodox,0.72,26,2.12,55,1.31,40,0,0.4,0.5,48,69
Fred Ettish,1,1,0,180.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,72
Eldo Xavier Dias,0,1,0,180.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,58,71
David Levicki,1,3,0,275.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.25,,77
Steve Nelmark,2,1,0,240.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.67,,72
Sean Daugherty,0,2,0,175.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,46,72
Jesse Lennox,14,4,0,170.0,72.0,Orthodox,2.69,32,3.2,64,1.22,66,63,0.3,0.78,40,69
Yurij Kiseliov,5,4,0,185.0,,Orthodox,4.88,87,0.0,0,0.0,0,50,0.0,0.56,,68
Marcus Silveira,6,4,0,242.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.6,,75
Homer Moore,26,9,2,205.0,,Orthodox,0.68,50,0.68,0,5.07,66,0,0.0,0.74,50,70
Alavutdin Gadjiev,18,13,1,185.0,,Orthodox,0.99,27,0.99,57,0.0,0,50,0.0,0.58,40,74
Rubin Williams,0,1,0,185.0,,Orthodox,0.0,0,1.39,60,0.0,0,0,0.0,0.0,46,73
Elvis Sinosic,7,11,2,205.0,77.0,Orthodox,1.13,37,4.6,53,0.0,0,0,1.2,0.39,51,75
David Terrell,6,2,0,185.0,,Southpaw,2.34,63,2.71,37,5.54,50,0,5.5,0.75,44,73
Cameron VanCamp,15,6,1,170.0,74.0,Switch,7.35,61,6.58,29,0.0,0,0,0.0,0.71,29,74
Kazuhiro Hamanaka,5,7,1,185.0,,Southpaw,1.7,37,0.91,60,0.0,0,50,0.0,0.42,43,72
Chris Haseman,20,17,0,205.0,,Orthodox,0.93,70,4.67,28,0.0,0,40,2.0,0.54,53,71
Johil de Oliveira,17,15,1,170.0,,Orthodox,0.51,34,0.73,58,1.1,50,44,0.6,0.53,,66
David Loiseau,23,11,0,185.0,76.0,Orthodox,1.59,44,3.64,43,0.43,42,36,0.1,0.68,42,72
Tai Bowden,1,1,0,230.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,71
Justin Levens,10,7,0,185.0,,Orthodox,1.24,47,3.15,37,1.69,50,33,5.1,0.59,42,71
Kendall Grove,23,17,0,185.0,79.0,Orthodox,2.31,41,2.4,54,0.49,45,56,1.7,0.57,39,78
Danillo Villefort,15,5,0,185.0,,Orthodox,2.86,37,2.4,68,1.71,66,33,1.7,0.75,39,73
Masanori Kanehara,26,12,5,135.0,67.0,Orthodox,1.88,49,1.63,62,1.44,50,63,0.9,0.68,39,67
Joe Warren,15,6,0,135.0,,Orthodox,2.15,46,2.39,52,6.14,46,60,0.0,0.71,45,66
Federico Lopez,10,6,0,139.0,,Orthodox,1.78,23,5.35,30,0.0,0,0,0.0,0.62,,64
Hyun Gyu Lim,13,7,1,170.0,77.0,Orthodox,4.45,41,5.07,51,0.23,100,73,0.2,0.65,37,75
Andy Enz,10,4,0,185.0,78.0,Orthodox,3.51,23,5.32,57,0.0,0,58,0.0,0.71,30,75
Vitor Miranda,12,5,0,185.0,77.0,Orthodox,2.98,45,2.95,58,0.95,55,50,0.2,0.71,43,73
Scott Jorgensen,15,12,0,135.0,66.0,Orthodox,3.37,40,3.41,65,2.61,45,59,0.7,0.56,39,65
Marcos Galvao,18,8,1,135.0,,Orthodox,1.97,32,3.86,61,2.27,28,88,1.1,0.69,41,67
Charles McCarthy,10,5,0,185.0,71.0,Orthodox,0.18,12,4.03,56,2.67,60,0,2.7,0.67,41,70
Will Campuzano,14,6,0,125.0,70.0,Orthodox,2.43,31,3.82,57,0.88,45,48,0.2,0.7,36,69
Gideon Ray,17,15,1,185.0,,Southpaw,2.08,40,2.58,53,1.49,100,0,0.0,0.53,49,70
Jack Nilson,2,6,0,,,,0.0,0,0.0,0,0.0,0,0,0.0,0.25,,
Mike Campbell,13,4,0,155.0,,Southpaw,1.4,26,1.4,63,5.26,100,0,0.0,0.76,,69
Chris Price,19,4,0,185.0,,Southpaw,1.44,66,2.59,48,0.0,0,33,2.2,0.83,39,74
Nate James,14,8,1,185.0,,,1.33,42,2.67,28,0.0,0,44,0.0,0.64,44,72
Justin Hawes,6,9,0,205.0,,,0.0,0,3.41,37,0.0,0,0,0.0,0.4,43,71
Valeri Ignatov,1,2,0,170.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.33,,69
Alex Caceres,19,13,0,145.0,73.0,Southpaw,4.15,51,2.92,64,0.58,70,64,0.8,0.59,34,70
Takenori Sato,19,11,7,170.0,,Southpaw,0.46,33,12.92,9,0.0,0,0,0.0,0.63,37,70
Danny Martinez,21,8,0,125.0,67.0,Orthodox,2.73,28,3.77,63,3.0,45,36,0.0,0.72,37,66
Marcelo Aguiar,2,3,1,170.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.4,,70
Junya Kudo,10,7,2,135.0,,Orthodox,1.85,71,4.44,33,0.0,0,0,0.0,0.59,,
Chad George,16,8,0,135.0,68.0,Southpaw,1.26,50,1.11,65,3.08,46,0,1.3,0.67,40,66
Saeed Hosseini,0,1,0,,,,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,
Dennis Hallman,53,20,2,155.0,72.0,Orthodox,1.12,44,1.96,43,1.79,30,25,2.1,0.73,46,69
Wagnney Fabiano,16,4,0,145.0,69.0,Southpaw,1.19,38,0.66,70,3.44,64,100,0.4,0.8,47,66
Rani Yahya,28,10,1,135.0,67.0,Orthodox,1.58,38,1.76,50,2.9,33,24,1.9,0.74,37,66
Jeff Curran,36,18,1,135.0,69.0,Orthodox,1.54,31,2.48,60,0.35,12,35,1.2,0.67,44,66
Ian Loveland,18,10,0,145.0,,Orthodox,2.71,40,2.36,64,1.0,37,69,0.3,0.64,38,68
Wang Guan,20,1,1,145.0,71.0,Orthodox,4.73,43,3.27,60,0.0,0,0,0.0,0.95,36,69
Kron Gracie,5,1,0,145.0,70.0,Southpaw,5.15,41,8.13,53,0.88,25,0,0.9,0.83,34,69
Sirwan Kakai,12,5,0,135.0,,Orthodox,3.57,41,4.63,62,4.0,42,83,0.0,0.71,32,65
John Hosman,18,8,1,135.0,,Southpaw,1.11,38,1.52,45,0.0,0,46,0.0,0.69,41,70
Eddie Wineland,24,16,1,135.0,69.0,Orthodox,3.4,29,3.76,68,0.34,33,86,0.1,0.6,38,67
Yasuhiro Urushitani,21,8,6,125.0,,Southpaw,3.47,39,4.71,65,0.0,0,80,0.0,0.72,45,65
Frank Trigg,21,9,0,170.0,71.0,Southpaw,2.79,46,1.9,56,2.35,47,75,0.8,0.7,50,69
Justin Davis,13,16,0,205.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.45,39,71
Jeremiah Metcalf,13,7,0,185.0,,Orthodox,1.74,59,0.27,60,4.02,66,100,2.0,0.65,,73
Stephen Ledbetter,8,3,0,145.0,,Orthodox,1.2,38,1.6,57,5.0,45,100,0.0,0.73,40,69
Darren Uyenoyama,10,6,0,125.0,65.0,Orthodox,1.34,39,2.21,66,1.42,33,35,0.7,0.62,42,66
Karo Parisyan,24,11,0,170.0,72.0,Orthodox,2.49,41,2.19,58,5.27,59,59,1.0,0.69,39,70
Todd Lally,2,1,0,145.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.67,,67
Alex Perez,24,6,0,125.0,65.0,Orthodox,4.62,47,3.08,61,2.92,45,87,1.3,0.8,30,66
Renzo Gracie,13,7,1,185.0,,Orthodox,1.71,41,1.67,55,1.13,20,40,0.8,0.65,55,70
Dustin Ortiz,19,8,0,125.0,65.0,Orthodox,2.94,44,2.17,56,3.01,36,52,0.1,0.7,33,65
Askar Askarov,14,1,1,125.0,67.0,Orthodox,3.05,54,2.8,57,2.6,24,66,0.4,0.93,29,66
Ryan Thomas,20,8,0,170.0,,Orthodox,2.01,36,4.17,30,5.59,33,0,2.2,0.71,37,72
Matt Arroyo,3,3,0,170.0,72.0,Orthodox,1.62,47,2.01,58,2.12,36,100,5.3,0.5,39,70
Laverne Clark,27,21,1,170.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.56,48,71
Grigory Popov,13,3,0,135.0,68.0,Switch,3.63,37,4.2,55,0.0,0,45,0.0,0.81,38,67
Dong Hyun Kim,22,4,1,170.0,76.0,Southpaw,2.12,49,1.89,58,2.93,43,71,0.6,0.85,40,74
Raymond Daniels,0,1,0,185.0,,Southpaw,0.0,0,2.61,38,0.0,0,33,3.0,0.0,,74
Jason Medina,21,15,1,180.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.58,,69
Anthony Figueroa,11,8,1,135.0,,Orthodox,2.37,48,3.77,49,0.0,0,58,0.0,0.58,,64
Brad Royster,1,2,0,135.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.33,,
Andrew Valladerez,5,7,0,135.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.42,,
Dave Strasser,25,8,0,170.0,,Orthodox,3.04,45,1.88,59,0.72,33,33,0.0,0.76,53,70
Falaniko Vitale,30,11,0,185.0,,Orthodox,1.88,49,3.68,47,0.72,33,86,0.0,0.73,48,70
Kevin Gray,9,4,0,125.0,67.0,Orthodox,3.45,62,4.48,66,0.0,0,0,0.0,0.69,37,64
Jose Maria,37,7,0,125.0,,Orthodox,3.2,53,3.98,52,2.32,27,33,2.3,0.84,40,65
Justin Pennington,3,3,0,,,,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,64
James Wilks,7,4,0,170.0,75.0,Orthodox,1.82,45,2.03,50,1.27,22,66,3.8,0.64,44,73
John Kolosci,15,9,0,185.0,,Orthodox,0.21,20,0.85,50,0.0,0,0,0.0,0.62,47,71
Frank Caracci,2,3,0,,,,0.0,0,0.0,0,0.0,0,0,0.0,0.4,,
Josh Stuart,1,4,0,160.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.2,,69
Ricardo Almeida,13,5,0,170.0,74.0,Orthodox,2.02,49,1.2,61,3.74,38,31,1.2,0.72,45,72
Koji Oishi,25,10,10,170.0,,Orthodox,1.43,9,17.86,43,0.0,0,0,0.0,0.71,45,68
David Barrios,4,8,0,145.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.33,,66
Matt Horning,20,25,0,125.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.44,,64
Pete Sabala,3,15,0,135.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.17,,
Miguel Linares,2,4,0,,,,6.51,50,8.84,36,0.0,0,0,0.0,0.33,,
Carls John De Tomas,6,2,0,125.0,71.0,Southpaw,1.74,37,3.93,44,1.37,33,66,0.0,0.75,25,65
Ron Fields,28,32,1,200.0,,Orthodox,0.33,33,2.64,11,0.0,0,0,0.0,0.47,47,74
John Howard,24,13,0,170.0,72.0,Orthodox,2.15,50,3.08,51,2.7,49,53,0.4,0.65,39,67
Chris Cope,8,4,0,170.0,72.0,Orthodox,3.96,26,4.82,50,0.0,0,80,0.0,0.67,39,72
Luis Ramos,20,10,2,170.0,,Orthodox,2.4,35,5.6,42,1.5,20,100,0.0,0.67,41,68
Shamar Bailey,16,11,0,155.0,75.0,Southpaw,1.56,20,3.91,69,1.5,33,37,0.0,0.59,39,69
Dhiego Lima,17,9,0,170.0,75.0,Orthodox,3.12,39,3.88,58,1.26,34,73,0.6,0.65,33,74
Sarah Moras,6,8,0,135.0,67.0,Orthodox,2.28,34,3.58,50,0.67,21,33,0.8,0.43,34,67
Jordan Mein,31,12,0,170.0,73.0,Orthodox,3.35,44,2.55,69,1.56,58,66,0.2,0.72,32,72
Marion Reneau,9,8,1,135.0,68.0,Orthodox,3.2,41,3.52,59,0.62,63,50,0.8,0.53,45,66
Mike Swick,15,6,0,170.0,77.0,Orthodox,2.36,37,2.29,54,1.06,50,61,0.6,0.71,43,73
Norma Dumont,7,2,0,145.0,67.0,Orthodox,3.67,50,2.19,67,1.02,45,70,0.0,0.78,31,67
Naoki Inoue,11,1,0,125.0,71.0,Orthodox,3.67,35,3.37,60,0.0,0,60,2.5,0.92,25,69
Inoue Mizuki,14,6,0,125.0,65.0,Orthodox,5.0,50,6.87,48,0.0,0,66,0.0,0.7,27,63
Lauren Mueller,5,3,0,125.0,67.0,Orthodox,4.08,41,3.77,58,0.7,50,71,0.0,0.62,30,65
Chuck O'Neil,17,9,0,170.0,,,3.13,37,4.4,72,0.0,0,0,0.0,0.65,36,74
Joselyne Edwards,11,4,0,145.0,70.0,Orthodox,5.33,57,3.27,43,0.25,11,63,0.2,0.73,26,68
Chico Camus,17,7,0,125.0,66.0,Orthodox,2.58,41,2.46,64,0.77,40,72,0.4,0.71,37,66
Ryan McGillivray,12,0,1,170.0,,,1.27,20,2.2,52,0.0,0,44,0.0,1.0,35,71
Alexis Dufresne,6,3,0,135.0,,Orthodox,1.33,27,3.33,60,1.5,50,50,0.0,0.67,31,69
Jussier Formiga,23,8,0,125.0,67.0,Orthodox,1.42,39,2.34,64,1.82,35,87,0.6,0.74,37,65
Sergio Pettis,18,5,0,125.0,69.0,Orthodox,3.88,37,2.91,65,0.85,40,67,0.4,0.78,28,66
Dustin Kimura,11,3,0,135.0,71.0,Orthodox,1.33,21,3.82,51,0.93,37,50,2.2,0.79,33,67
James Gabert,6,4,0,178.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.6,,
Steve Vigneault,12,6,0,185.0,,Orthodox,2.19,28,5.75,44,0.0,0,100,0.0,0.67,44,70
Pannie Kianzad,17,6,0,135.0,66.0,Orthodox,5.32,49,4.12,53,0.4,30,80,0.1,0.74,30,67
